Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR
Bob Gibson,29,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,.333,4.73,11,1,5,0,0,0,26.2,23,18,14,3,23,1,11,0,0,3,123,93,6.00,1.725,7.8,1.0,7.8,3.7,0.48,R,MIL,AL,11,1,0,26.2,5,4,1,0,0,1.000,,,1.69,0.45,P,,,,,,,,,,,,,,,,,,,,,,,296,MIL,4,11,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Don Gordon,26,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,7.06,14,0,6,0,0,1,21.2,28,20,17,1,8,1,13,1,0,0,102,61,3.42,1.662,11.6,0.4,3.3,5.4,1.63,R,TOR,AL,14,0,0,21.2,5,1,2,2,0,.600,,,1.25,0.21,P,,,,,,,,,,,,,,,,,,,,,,,303,TOR,1st,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
Mark Gubicza,23,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,12,6,.667,3.64,35,24,2,3,2,0,180.2,155,77,73,8,84,2,118,5,0,15,765,116,3.52,1.323,7.7,0.4,4.2,5.9,1.40,R,KCR,AL,35,24,3,180.2,49,17,32,0,3,1.000,,,2.44,1.40,P,,,,,,,,,,,,,,,,,,,,,,,319,KCR,3,35,24,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
Lee Guetterman,27,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,4,.000,7.34,41,4,8,1,0,0,76.0,108,67,62,7,30,3,38,4,0,2,353,58,4.31,1.816,12.8,0.8,3.6,4.5,1.27,L,SEA,AL,41,4,1,76.0,19,5,12,2,1,.895,,,2.01,0.41,P,,,,,,,,,,,,,,,,,,,,,,,321,SEA,2,41,4,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0
Ron Guidry,35,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,9,12,.429,3.98,30,30,0,5,0,0,192.1,202,94,85,28,38,2,140,1,0,3,809,103,3.82,1.248,9.5,1.3,1.8,6.6,3.68,L,NYY,AL,30,30,5,192.1,31,9,21,1,0,.968,,,1.40,1.00,P,,,,,,,,,,,,,,,,,,,,,,,322,NYY,12,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Jose Guzman,23,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,9,15,.375,4.54,29,29,0,2,0,0,172.1,199,101,87,23,60,2,87,6,0,3,757,95,4.65,1.503,10.4,1.2,3.1,4.5,1.45,R,TEX,AL,29,29,2,172.1,37,13,24,0,0,1.000,,,1.93,1.28,P,,,,,,,,,,,,,,,,,,,,,,,328,TEX,2,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
Moose Haas,30,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,2,.778,2.74,12,12,0,1,0,0,72.1,58,23,22,4,19,1,40,1,0,0,290,141,3.21,1.065,7.2,0.5,2.4,5.0,2.11,R,OAK,AL,12,12,1,72.1,12,4,8,0,2,1.000,,,1.49,1.00,P,,,,,,,,,,,,,,,,,,,,,,,330,OAK,11,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
John Habyan,22,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,3,.250,4.44,6,5,1,0,0,0,26.1,24,17,13,3,18,2,14,0,0,1,117,95,5.24,1.595,8.2,1.0,6.2,4.8,0.78,R,BAL,AL,6,5,0,26.1,4,1,3,0,0,1.000,,,1.37,0.67,P,,,,,,,,,,,,,,,,,,,,,,,331,BAL,2,6,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Alan Hargesheimer,31,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,6.23,5,1,2,0,0,0,13.0,18,9,9,1,7,2,4,1,0,0,61,70,5.00,1.923,12.5,0.7,4.8,2.8,0.57,R,KCR,AL,5,1,0,13.0,1,0,1,0,0,1.000,,,0.69,0.20,P,,,,,,,,,,,,,,,,,,,,,,,337,KCR,4,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
Greg Harris,30,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,10,8,.556,2.83,73,0,63,0,0,20,111.1,103,40,35,12,42,6,95,1,1,2,462,153,3.62,1.302,8.3,1.0,3.4,7.7,2.26,R,TEX,AL,73,0,0,111.1,27,7,18,2,2,.926,,,2.02,0.34,P,,,,,,,,,,,,,,,,,,,,,,,341,TEX,6,73,0,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0
Brad Havens,26,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,3,.500,4.56,46,0,19,0,0,1,71.0,64,37,36,7,29,1,57,0,0,6,294,91,3.67,1.310,8.1,0.9,3.7,7.2,1.97,L,BAL,AL,46,0,0,71.0,18,4,13,1,0,.944,,,2.15,0.37,P,,,,,,,,,,,,,,,,,,,,,,,345,BAL,5,46,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
Neal Heaton,26,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,15,.318,4.08,33,29,2,5,0,1,198.2,201,102,90,26,81,8,90,2,0,4,850,104,4.82,1.419,9.1,1.2,3.7,4.1,1.11,L,TOT,AL,33,29,5,198.2,38,13,24,1,1,.974,,,1.68,1.12,P,,,,,,,,,,,,,,,,,,,,,,,352,2TM,5,33,29,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Neal Heaton,26,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,6,.333,4.24,12,12,0,2,0,0,74.1,73,42,35,8,34,4,24,1,0,2,324,98,4.94,1.439,8.8,1.0,4.1,2.9,0.71,L,TOT,AL,33,29,5,198.2,38,13,24,1,1,.974,,,1.68,1.12,P,,,,,,,,,,,,,,,,,,,,,,,352,2TM,5,33,29,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Neal Heaton,26,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,9,.308,3.98,21,17,2,3,0,1,124.1,128,60,55,18,47,4,66,1,0,2,526,108,4.75,1.408,9.3,1.3,3.4,4.8,1.40,L,TOT,AL,33,29,5,198.2,38,13,24,1,1,.974,,,1.68,1.12,P,,,,,,,,,,,,,,,,,,,,,,,352,2TM,5,33,29,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Henry,24,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,0,1.000,4.66,19,0,4,0,0,0,19.1,14,11,10,1,22,0,17,1,1,7,93,94,5.25,1.862,6.5,0.5,10.2,7.9,0.77,R,TEX,AL,19,0,0,19.1,4,0,4,0,0,1.000,,,1.86,0.21,P,,,,,,,,,,,,,,,,,,,,,,,360,TEX,3,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Higuera,28,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,20,11,.645,2.79,34,34,0,15,4,0,248.1,226,84,77,26,74,5,207,3,0,3,1031,156,3.40,1.208,8.2,0.9,2.7,7.5,2.80,L,MIL,AL,34,34,15,248.1,35,9,26,0,1,1.000,,,1.27,1.03,P,,,,,,,,,,,,,,,,,,,,,,,370,MIL,2,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Al Holland,33,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,0,1.000,5.09,25,1,10,0,0,0,40.2,44,29,23,5,9,2,37,0,0,0,177,81,3.21,1.303,9.7,1.1,2.0,8.2,4.11,L,NYY,AL,25,1,0,40.2,4,0,2,2,0,.500,,,0.44,0.08,P,,,,,,,,,,,,,,,,,,,,,,,375,NYY,9,25,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Hough,38,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,17,10,.630,3.79,33,33,0,7,2,0,230.1,188,115,97,32,89,2,146,9,0,16,958,114,4.59,1.203,7.3,1.3,3.5,5.7,1.64,R,TEX,AL,33,33,7,230.1,53,20,32,1,2,.981,,,2.03,1.58,P,,,,,,,,,,,,,,,,,,,,,,,380,TEX,17,33,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Mark Huismann,28,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,4,.429,3.79,46,1,19,0,0,5,97.1,98,47,41,19,25,0,72,1,0,5,408,112,4.63,1.264,9.1,1.8,2.3,6.7,2.88,R,TOT,AL,46,1,0,97.1,27,12,12,3,1,.889,,,2.22,0.52,P,,,,,,,,,,,,,,,,,,,,,,,390,2TM,4,46,1,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
Mark Huismann,28,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,4.15,10,0,5,0,0,1,17.1,18,8,8,1,6,0,13,0,0,1,74,104,3.06,1.385,9.3,0.5,3.1,6.8,2.17,R,TOT,AL,46,1,0,97.1,27,12,12,3,1,.889,,,2.22,0.52,P,,,,,,,,,,,,,,,,,,,,,,,390,2TM,4,46,1,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
Mark Huismann,28,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,3,.500,3.71,36,1,14,0,0,4,80.0,80,39,33,18,19,0,59,1,0,4,334,114,4.97,1.238,9.0,2.0,2.1,6.6,3.11,R,TOT,AL,46,1,0,97.1,27,12,12,3,1,.889,,,2.22,0.52,P,,,,,,,,,,,,,,,,,,,,,,,390,2TM,4,46,1,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Hurst,28,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,13,8,.619,2.99,25,25,0,11,4,0,174.1,169,63,58,18,50,2,167,3,0,6,721,140,3.11,1.256,8.7,0.9,2.6,8.6,3.34,L,BOS,AL,25,25,11,174.1,27,7,18,2,2,.926,,,1.29,1.00,P,,,,,,,,,,,,,,,,,,,,,,,395,BOS,7,25,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
Danny Jackson,24,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,11,12,.478,3.20,32,27,3,4,1,1,185.2,177,83,66,13,79,1,115,4,0,7,789,132,3.78,1.379,8.6,0.6,3.8,5.6,1.46,L,KCR,AL,32,27,4,185.2,37,14,21,2,1,.946,,,1.70,1.09,P,,,,,,,,,,,,,,,,,,,,,,,400,KCR,4,32,27,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
Tommy John,43,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,5,3,.625,2.93,13,10,2,1,0,0,70.2,73,27,23,8,15,1,28,2,0,2,290,141,4.17,1.245,9.3,1.0,1.9,3.6,1.87,L,NYY,AL,13,10,1,70.2,22,4,15,3,2,.864,,,2.42,1.46,P,,,,,,,,,,,,,,,,,,,,,,,410,NYY,23,13,10,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
Joe Johnson,24,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,2,.778,3.89,16,15,0,0,0,0,88.0,94,39,38,3,22,1,39,3,0,2,368,109,3.18,1.318,9.6,0.3,2.3,4.0,1.77,R,TOT,ZZ,33,30,2,175.0,42,11,29,2,2,.952,,,2.06,1.21,P,,,,,,,,,,,,,,,,,,,,,,,413,2TM,2,33,30,17,33,33,0,0,0,0,0,0,0,0,0,0,0,0
John Henry Johnson,29,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,1,.667,2.66,19,0,5,0,0,1,44.0,43,15,13,2,10,1,42,0,0,5,184,165,2.13,1.205,8.8,0.4,2.0,8.6,4.20,L,MIL,AL,19,0,0,44.0,6,2,3,1,0,.833,,,1.02,0.26,P,,,,,,,,,,,,,,,,,,,,,,,414,MIL,7,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
Doug Jones,29,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,0,1.000,2.50,11,0,5,0,0,1,18.0,18,5,5,0,6,1,12,1,0,0,79,169,2.60,1.333,9.0,0.0,3.0,6.0,2.00,R,CLE,AL,11,0,0,18.0,5,1,4,0,1,1.000,,,2.50,0.45,P,,,,,,,,,,,,,,,,,,,,,,,420,CLE,2,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Odell Jones,33,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,2,.500,3.83,21,0,12,0,0,0,49.1,58,22,21,4,23,6,32,0,0,2,219,109,3.93,1.642,10.6,0.7,4.2,5.8,1.39,R,BAL,AL,21,0,0,49.1,7,2,5,0,0,1.000,,,1.28,0.33,P,,,,,,,,,,,,,,,,,,,,,,,423,BAL,8,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Kelly,27,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,.333,4.50,6,4,1,0,0,0,20.0,21,11,10,4,10,1,18,0,0,0,88,94,5.07,1.550,9.5,1.8,4.5,8.1,1.80,R,DET,AL,6,4,0,20.0,7,2,4,1,0,.857,,,2.70,1.00,P,,,,,,,,,,,,,,,,,,,,,,,431,DET,1st,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Jim Kern,37,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,1,.500,7.90,16,0,4,0,0,0,27.1,34,28,24,1,23,0,11,3,0,3,142,53,5.30,2.085,11.2,0.3,7.6,3.6,0.48,R,CLE,AL,16,0,0,27.1,8,2,6,0,0,1.000,,,2.63,0.50,P,,,,,,,,,,,,,,,,,,,,,,,437,CLE,13,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Key,25,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,14,11,.560,3.57,36,35,0,4,2,0,232.0,222,98,92,24,74,1,141,3,0,3,959,119,3.90,1.276,8.6,0.9,2.9,5.5,1.91,L,TOR,AL,36,35,4,232.0,60,18,42,0,4,1.000,,,2.33,1.67,P,,,,,,,,,,,,,,,,,,,,,,,438,TOR,3,36,35,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0
Eric King,22,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,11,4,.733,3.51,33,16,9,3,1,3,138.1,108,54,54,11,63,3,79,8,3,4,579,118,4.20,1.236,7.0,0.7,4.1,5.1,1.25,R,DET,AL,33,16,3,138.1,35,19,15,1,0,.971,,,2.21,1.03,P,,,,,,,,,,,,,,,,,,,,,,,441,DET,1st,33,16,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Mike Kinnunen,28,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,6.43,9,0,4,0,0,0,7.0,8,6,5,1,5,0,1,0,0,1,31,68,6.49,1.857,10.3,1.3,6.4,1.3,0.20,L,BAL,AL,9,0,0,7.0,3,1,2,0,0,1.000,,,3.86,0.33,P,,,,,,,,,,,,,,,,,,,,,,,444,BAL,2,9,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Mark Knudson,25,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,7.64,4,1,1,0,0,0,17.2,22,15,15,7,5,1,9,0,0,1,82,58,7.75,1.528,11.2,3.6,2.5,4.6,1.80,R,TOT,ZZ,13,8,0,60.1,9,4,5,0,0,1.000,,,1.34,0.69,P,,,,,,,,,,,,,,,,,,,,,,,450,2TM,2,13,8,9,13,13,0,0,0,0,0,0,0,0,0,0,0,0
Bill Krueger,28,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,2,.333,6.03,11,3,4,0,0,1,34.1,40,25,23,4,13,0,10,0,1,3,149,65,4.84,1.544,10.5,1.0,3.4,2.6,0.77,L,OAK,AL,11,3,0,34.1,11,2,8,1,1,.909,,,2.62,0.91,P,,,,,,,,,,,,,,,,,,,,,,,454,OAK,4,11,3,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Lamp,33,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,6,.250,5.05,40,2,11,0,0,2,73.0,93,50,41,5,23,6,30,0,0,2,329,84,3.78,1.589,11.5,0.6,2.8,3.7,1.30,R,TOR,AL,40,2,0,73.0,17,5,11,1,2,.941,,,1.97,0.40,P,,,,,,,,,,,,,,,,,,,,,,,465,TOR,10,40,2,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
Mark Langston,25,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,12,14,.462,4.85,37,36,1,9,0,0,239.1,234,142,129,30,123,1,245,4,3,10,1057,87,3.95,1.492,8.8,1.1,4.6,9.2,1.99,L,SEA,AL,37,36,9,239.1,40,7,27,6,3,.850,,,1.28,0.92,P,,,,,,,,,,,,,,,,,,,,,,,471,SEA,3,37,36,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0
Dave LaPoint,26,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,6,.333,5.72,16,8,2,0,0,0,67.2,85,49,43,11,32,3,36,0,1,2,314,73,5.24,1.729,11.3,1.5,4.3,4.8,1.13,L,TOT,ZZ,40,12,0,129.0,22,5,16,1,2,.955,,,1.47,0.53,P,,,,,,,,,,,,,,,,,,,,,,,473,2TM,7,40,12,24,40,40,0,0,0,0,0,0,0,0,0,0,0,0
Bill Latham,25,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,1,.000,7.31,7,2,2,0,0,0,16.0,24,14,13,1,6,0,8,1,0,0,77,60,3.90,1.875,13.5,0.6,3.4,4.5,1.33,L,MIN,AL,7,2,0,16.0,2,0,1,1,0,.500,,,0.56,0.14,P,,,,,,,,,,,,,,,,,,,,,,,476,MIN,2,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
Jack Lazorko,30,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,4.05,3,0,2,0,0,0,6.2,8,3,3,0,4,1,3,0,0,0,31,108,3.67,1.800,10.8,0.0,5.4,4.1,0.75,R,DET,AL,3,0,0,6.2,2,1,1,0,0,1.000,,,2.70,0.67,P,,,,,,,,,,,,,,,,,,,,,,,482,DET,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Tim Leary,27,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,12,12,.500,4.21,33,30,2,3,2,0,188.1,216,97,88,20,53,4,110,7,0,7,817,104,3.94,1.428,10.3,1.0,2.5,5.3,2.08,R,MIL,AL,33,30,3,188.1,49,22,26,1,1,.980,,,2.29,1.45,P,,,,,,,,,,,,,,,,,,,,,,,485,MIL,5,33,30,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Leibrandt,29,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,14,11,.560,4.09,35,34,0,8,1,0,231.1,238,112,105,18,63,0,108,4,1,2,975,104,3.72,1.301,9.3,0.7,2.5,4.2,1.71,L,KCR,AL,35,34,8,231.1,58,14,43,1,3,.983,,,2.22,1.63,P,,,,,,,,,,,,,,,,,,,,,,,490,KCR,7,35,34,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
Dave Leiper,24,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,2,.500,4.83,33,0,9,0,0,1,31.2,28,17,17,3,18,4,15,2,0,2,136,81,4.95,1.453,8.0,0.9,5.1,4.3,0.83,L,OAK,AL,33,0,0,31.2,6,0,6,0,0,1.000,,,1.71,0.18,P,,,,,,,,,,,,,,,,,,,,,,,491,OAK,2,33,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Leonard,35,KCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,8,13,.381,4.44,33,30,0,5,2,0,192.2,207,106,95,22,51,6,114,4,1,6,821,95,3.93,1.339,9.7,1.0,2.4,5.3,2.24,R,KCR,AL,33,30,5,192.2,44,11,29,4,4,.909,,,1.87,1.21,P,,,,,,,,,,,,,,,,,,,,,,,493,KCR,12,33,30,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Mike Loynd,22,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,2,.500,5.36,9,8,1,0,0,1,42.0,49,30,25,4,19,1,33,2,0,2,193,81,3.94,1.619,10.5,0.9,4.1,7.1,1.74,R,TEX,AL,9,8,0,42.0,11,5,5,1,0,.909,,,2.14,1.11,P,,,,,,,,,,,,,,,,,,,,,,,504,TEX,1st,9,8,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
Gary Lucas,31,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,4,1,.800,3.15,27,0,11,0,0,2,45.2,45,19,16,1,6,0,31,0,0,5,185,131,2.09,1.117,8.9,0.2,1.2,6.1,5.17,L,CAL,AL,27,0,0,45.2,15,6,9,0,0,1.000,,,2.96,0.56,P,,,,,,,,,,,,,,,,,,,,,,,505,CAL,7,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
Urbano Lugo,23,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,1,.500,3.80,6,3,0,0,0,0,21.1,21,9,9,4,6,0,9,0,0,0,86,110,5.21,1.266,8.9,1.7,2.5,3.8,1.50,R,CAL,AL,6,3,0,21.1,4,2,2,0,0,1.000,,,1.69,0.67,P,,,,,,,,,,,,,,,,,,,,,,,506,CAL,2,6,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Mahler,33,TOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,4.08,31,5,8,0,0,3,64.0,72,31,29,3,29,2,28,4,0,5,284,107,4.05,1.578,10.1,0.4,4.1,3.9,0.97,L,TOT,AL,31,5,0,64.0,12,3,9,0,2,1.000,,,1.69,0.39,P,,,,,,,,,,,,,,,,,,,,,,,518,2TM,8,31,5,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Mahler,33,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,4.14,29,5,8,0,0,3,63.0,71,31,29,3,29,2,28,3,0,5,278,105,4.02,1.587,10.1,0.4,4.1,4.0,0.97,L,TOT,AL,31,5,0,64.0,12,3,9,0,2,1.000,,,1.69,0.39,P,,,,,,,,,,,,,,,,,,,,,,,518,2TM,8,31,5,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
Mickey Mahler,33,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,0.00,2,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1,0,0,6,,5.77,1.000,9.0,0.0,0.0,0.0,,L,TOT,AL,31,5,0,64.0,12,3,9,0,2,1.000,,,1.69,0.39,P,,,,,,,,,,,,,,,,,,,,,,,518,2TM,8,31,5,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Martinez,32,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,0,,6.75,4,0,1,0,0,0,6.2,11,5,5,0,2,0,2,0,0,1,33,65,3.07,1.950,14.9,0.0,2.7,2.7,1.00,R,TOT,ZZ,23,15,1,104.2,30,4,25,1,0,.967,,,2.49,1.26,P,,,,,,,,,,,,,,,,,,,,,,,528,2TM,11,23,15,19,23,23,0,0,0,0,0,0,0,0,0,0,0,0
Tippy Martinez,36,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,0,2,.000,5.63,14,0,5,0,0,1,16.0,18,10,10,1,12,1,11,0,0,1,74,75,4.46,1.875,10.1,0.6,6.8,6.2,0.92,L,BAL,AL,14,0,0,16.0,4,0,3,1,0,.750,,,1.69,0.21,P,,,,,,,,,,,,,,,,,,,,,,,529,BAL,13,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
Mike Mason,27,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,7,3,.700,4.33,27,22,2,2,1,0,135.0,135,71,65,11,56,3,85,0,1,5,587,100,3.82,1.415,9.0,0.7,3.7,5.7,1.52,L,TEX,AL,27,22,2,135.0,28,9,19,0,1,1.000,,,1.87,1.04,P,,,,,,,,,,,,,,,,,,,,,,,530,TEX,5,27,22,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
Kirk McCaskill,25,CAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,17,10,.630,3.36,34,33,1,10,2,0,246.1,207,98,92,19,92,1,202,5,2,10,1013,122,3.31,1.214,7.6,0.7,3.4,7.4,2.20,R,CAL,AL,34,33,10,246.1,51,24,26,1,0,.980,,,1.83,1.47,P,,,,,,,,,,,,,,,,,,,,,,,537,CAL,2,34,33,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Bob McClure,34,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,2,1,.667,3.86,13,0,7,0,0,0,16.1,18,7,7,2,10,1,11,0,0,0,75,115,4.85,1.714,9.9,1.1,5.5,6.1,1.10,L,TOT,ZZ,65,0,0,78.2,15,2,12,1,1,.933,,,1.60,0.22,P,,,,,,,,,,,,,,,,,,,,,,,538,2TM,12,65,0,52,65,65,0,0,0,0,0,0,0,0,0,0,0,0
Scott McGregor,32,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,11,15,.423,4.52,34,33,1,4,2,0,203.0,216,110,102,35,57,0,95,3,0,5,868,92,4.96,1.345,9.6,1.6,2.5,4.2,1.67,L,BAL,AL,34,33,4,203.0,40,12,27,1,2,.975,,,1.73,1.15,P,,,,,,,,,,,,,,,,,,,,,,,544,BAL,11,34,33,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
Joel McKeon,23,CHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,3,1,.750,2.45,30,0,5,0,0,1,33.0,18,10,9,2,17,2,18,0,0,0,129,179,4.01,1.061,4.9,0.5,4.6,4.9,1.06,L,CHW,AL,30,0,0,33.0,4,2,2,0,0,1.000,,,1.09,0.13,P,,,,,,,,,,,,,,,,,,,,,,,547,CHW,1st,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Ron Meridith,29,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL,1,0,1.000,3.00,5,0,0,0,0,0,3.0,2,1,1,0,1,1,2,0,0,0,10,161,2.44,1.000,6.0,0.0,3.0,6.0,2.00,L,TEX,AL,5,0,0,3.0,2,0,2,0,0,1.000,,,6.00,0.40,P,,,,,,,,,,,,,,,,,,,,,,,558,TEX,3,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
