Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos_Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos_Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR,Primary_Pos_fld,rbi_per_g,clutch,bat_letter,hr_rate,hr_num_bat,triple_rate,triple_val,triple_num,speed_score,speed_rating,walk_rate,bb_num,k_rate,k_val,k_num,hbp_rate,hbp_num,hbp_val,hit_rate,batter_rating,BAA,pit_letter,IP_real,IE,bb_rate,bb_num_pit,k_rate_pit,k_val_pit,k_num_pit,hbp_rate_pit,hbp_val_pit,hbp_num_pit,WP_num,hr_rate_pit,gopher_ball,control_rate,PCN,hit_rate_pit,PPH,goph_lett_inn,bb_k_hbp,pitcher_rating
Sid Fernandez,23,NYM,NL,32.0,77.0,68.0,6.0,11.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,23.0,0.162,0.197,0.206,0.403,13.0,14.0,2.0,0.0,6.0,0.0,0.0,1,L,NL,16.0,6.0,0.727,3.52,32.0,31.0,1.0,2.0,1.0,1.0,204.1,161.0,82.0,80.0,13.0,91.0,1.0,200.0,2.0,0.0,6.0,855.0,102.0,3.01,1.233,7.1,0.6,4.0,8.8,2.2,L,NYM,NL,32.0,31.0,2.0,204.1,22.0,3.0,18.0,1.0,1.0,0.955,,,0.92,0.66,P,,,,,,,,,,,,,,,,,,,,,,,250,NYM,4,32,31,32,32,32,0,0,0,0,0,0,0,0,0,0,62,0,P,0.125,,D,0,,0,0,,0.09090909090909093,*,1,11,11,12,26,0,,0.0,5,D* (11-26),0.21128608923884515,L,204.33333333333331,6,4.0,14,8.0,12.0,26,0,0.0,,[WP],0.08074534161490683,,11.0,51,7.0,56,L6,(14-26) ,L6 (14-26)  [WP]
Tony Fernandez,24,TOR,AL,163.0,727.0,687.0,91.0,213.0,33.0,9.0,10.0,65.0,25.0,12.0,27.0,52.0,0.31,0.338,0.428,0.7659999999999999,105.0,294.0,8.0,4.0,5.0,4.0,0.0,*6/H,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,163.0,162.0,151.0,1443.0,752.0,294.0,445.0,13.0,103.0,0.983,4.0,3.0,4.61,4.53,SS,,,,,,,,,,,,,,,,,,,,,,,251,TOR,4,163,162,163,163,0,0,0,0,0,163,0,0,0,0,0,52,0,SS,0.3987730061349693,,A,2,12.0,2,4,(14),0.13020833333333334,**,1,11,3,4,14,0,,0.0,11,A12(14)** (11-14),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Cecil Fielder,22,TOR,AL,34.0,90.0,83.0,7.0,13.0,2.0,0.0,4.0,13.0,0.0,0.0,6.0,27.0,0.157,0.222,0.325,0.5479999999999999,45.0,27.0,3.0,1.0,0.0,0.0,0.0,DH/357,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,10.0,5.0,2.0,45.0,42.0,37.0,4.0,1.0,3.0,0.976,-1.0,-13.0,8.2,4.1,1B-OF-3B,,,,,,,,,,,,,,,,,,,,,,,252,TOR,2,34,20,34,10,0,0,7,0,2,0,1,0,0,1,22,62,0,1B,0.38235294117647056,,D,11,25.0,0,0,,0.0,,2,12,11,13,31,0,,0.0,5,D25 (12-31),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bruce Fields,25,DET,AL,16.0,47.0,43.0,4.0,12.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,6.0,0.279,0.28300000000000003,0.349,0.631,71.0,15.0,0.0,0.0,1.0,2.0,0.0,7/HD,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,14.0,11.0,9.0,99.2,26.0,25.0,0.0,1.0,0.0,0.962,0.0,1.0,2.26,1.79,OF,,,,,,,,,,,,,,,,,,,,,,,253,DET,1st,16,11,16,14,0,0,0,0,0,0,14,0,0,14,1,54,1,OF,0.375,,B,0,,3,3,(13),0.09090909090909093,*,1,11,5,6,16,0,,0.0,9,B(13)* (11-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jack Fimple,27,LAD,NL,13.0,20.0,13.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.077,0.35,0.077,0.4270000000000001,29.0,1.0,0.0,0.0,0.0,1.0,1.0,/2H34,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,9.0,4.0,2.0,41.2,34.0,30.0,4.0,0.0,0.0,1.0,0.0,-9.0,7.34,3.78,C-1B-2B,LAD,NL,7.0,4.0,2.0,38.0,33.0,29.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.82,4.71,1.0,1.0,3.0,2.0,40%,255,LAD,3,13,4,13,9,0,7,1,1,0,0,0,0,0,0,0,65,0,C,0.15384615384615385,,F,0,,0,0,,0.0,,11,25,11,22,44,0,,0.0,2,F (25-44),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Chuck Finley,23,CAL,AL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,L,AL,3.0,1.0,0.75,3.3,25.0,0.0,7.0,0.0,0.0,0.0,46.1,40.0,17.0,17.0,2.0,23.0,1.0,37.0,1.0,0.0,2.0,198.0,125.0,3.29,1.36,7.8,0.4,4.5,7.2,1.61,L,CAL,AL,25.0,0.0,0.0,46.1,16.0,8.0,8.0,0.0,1.0,1.0,,,3.11,0.64,P,,,,,,,,,,,,,,,,,,,,,,,256,CAL,1st,25,0,2,25,25,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.22988505747126436,M,46.333333333333336,2,4.0,14,7.0,11.0,25,0,0.0,,,0.05,-,12.0,46,7.0,56,-M2,(14-25) ,-M2 (14-25)  
Mike Fischlin,30,NYY,AL,71.0,116.0,102.0,9.0,21.0,2.0,0.0,0.0,3.0,0.0,1.0,8.0,29.0,0.206,0.261,0.225,0.487,35.0,23.0,3.0,0.0,5.0,1.0,0.0,64/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYY,AL,69.0,35.0,21.0,337.2,177.0,63.0,107.0,7.0,18.0,0.96,-2.0,-7.0,4.53,2.46,SS-2B,,,,,,,,,,,,,,,,,,,,,,,259,NYY,9,71,35,71,69,0,0,0,27,0,42,0,0,0,0,0,56,5,SS,0.04225352112676056,,C,0,,0,0,,0.0,,2,12,9,11,25,0,,0.0,7,C (12-25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Carlton Fisk,38,CHW,AL,125.0,491.0,457.0,42.0,101.0,11.0,0.0,14.0,63.0,2.0,4.0,22.0,92.0,0.221,0.263,0.337,0.6,60.0,154.0,10.0,6.0,0.0,6.0,2.0,27D/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,102.0,94.0,81.0,823.1,507.0,455.0,44.0,8.0,3.0,0.984,-4.0,-5.0,5.45,4.89,C-OF,CHW,AL,71.0,65.0,57.0,563.1,432.0,389.0,39.0,4.0,3.0,0.991,-2.0,-4.0,-2.0,6.84,6.03,8.0,24.0,56.0,23.0,29%,261,CHW,17,125,115,125,98,0,71,0,0,0,0,31,0,0,31,22,56,0,C,0.504,,C,5,15.0,0,0,,0.019230769230769232,,2,12,7,9,23,0,,0.0,7,C15 (12-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Mike Fitzgerald,25,MON,NL,73.0,243.0,209.0,20.0,59.0,13.0,1.0,6.0,37.0,3.0,2.0,27.0,34.0,0.282,0.364,0.44,0.804,122.0,92.0,4.0,1.0,4.0,2.0,6.0,2/H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,71.0,60.0,53.0,540.1,453.0,415.0,35.0,3.0,5.0,0.993,-8.0,-18.0,7.5,6.34,C,MON,NL,71.0,60.0,53.0,540.1,453.0,415.0,35.0,3.0,5.0,0.993,-8.0,-18.0,-8.0,7.5,6.34,3.0,22.0,81.0,20.0,20%,262,MON,4,73,60,73,71,0,71,0,0,0,0,0,0,0,0,0,54,0,C,0.5068493150684932,,B+,4,14.0,1,5,(15),0.04477611940298507,,4,14,5,9,23,0,,0.0,9,B+14(15) (14-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tim Flannery,28,SDP,NL,134.0,432.0,368.0,48.0,103.0,11.0,2.0,3.0,28.0,3.0,6.0,54.0,61.0,0.28,0.378,0.345,0.723,103.0,127.0,8.0,5.0,3.0,2.0,4.0,4H5/6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,139.0,95.0,68.0,878.1,506.0,226.0,275.0,5.0,56.0,0.99,-1.0,-1.0,5.13,3.6,2B-3B-SS,,,,,,,,,,,,,,,,,,,,,,,264,SDP,8,134,95,134,120,0,0,0,108,23,8,0,0,0,0,0,54,5,2B,0.20895522388059698,,B+,1,11.0,1,2,(12),0.02054794520547945,,4,14,5,9,23,0,,0.0,9,B+11(12) (14-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Scott Fletcher,27,TEX,AL,147.0,594.0,530.0,82.0,159.0,34.0,5.0,3.0,50.0,12.0,11.0,47.0,59.0,0.3,0.36,0.4,0.76,105.0,212.0,10.0,4.0,10.0,3.0,0.0,*654/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEX,AL,159.0,139.0,110.0,1227.0,620.0,216.0,388.0,16.0,93.0,0.974,10.0,10.0,4.43,3.8,SS-2B-3B,,,,,,,,,,,,,,,,,,,,,,,265,TEX,6,147,139,147,146,0,0,0,11,12,136,0,0,0,0,1,53,1,SS,0.3401360544217687,,B+,1,11.0,1,2,(12),0.07142857142857142,,3,13,4,7,21,0,,0.0,10,B+11(12) (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tom Foley,26,TOT,NL,103.0,299.0,263.0,26.0,70.0,15.0,3.0,1.0,23.0,10.0,3.0,30.0,37.0,0.266,0.337,0.35700000000000004,0.6940000000000001,92.0,94.0,4.0,0.0,2.0,4.0,6.0,6H45,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,NL,95.0,64.0,47.0,604.2,313.0,117.0,190.0,6.0,29.0,0.981,-4.0,-8.0,4.57,3.23,SS-2B-3B,,,,,,,,,,,,,,,,,,,,,,,266,2TM,4,103,64,103,88,0,0,0,26,16,54,0,0,0,0,0,55,1,SS,0.2233009708737864,,B,1,11.0,2,3,(13),0.12345679012345677,**,4,14,4,8,22,0,,0.0,8,B11(13)** (14-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tom Foley,26,PHI,NL,39.0,72.0,61.0,8.0,18.0,2.0,1.0,0.0,5.0,2.0,0.0,10.0,11.0,0.295,0.389,0.361,0.75,106.0,22.0,1.0,0.0,0.0,1.0,1.0,6H/45,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,NL,95.0,64.0,47.0,604.2,313.0,117.0,190.0,6.0,29.0,0.981,-4.0,-8.0,4.57,3.23,SS-2B-3B,,,,,,,,,,,,,,,,,,,,,,,266,2TM,4,103,64,103,88,0,0,0,26,16,54,0,0,0,0,0,54,1,SS,0.1282051282051282,,B+,0,,2,2,(12),0.08,*,5,15,6,11,25,0,,0.0,9,B+(12)* (15-25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Tom Foley,26,MON,NL,64.0,227.0,202.0,18.0,52.0,13.0,2.0,1.0,18.0,8.0,3.0,20.0,26.0,0.257,0.32,0.35600000000000004,0.6759999999999999,87.0,72.0,3.0,0.0,2.0,3.0,5.0,645/H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,NL,95.0,64.0,47.0,604.2,313.0,117.0,190.0,6.0,29.0,0.981,-4.0,-8.0,4.57,3.23,SS-2B-3B,,,,,,,,,,,,,,,,,,,,,,,266,2TM,4,103,64,103,88,0,0,0,26,16,54,0,0,0,0,0,55,1,SS,0.28125,,B,1,11.0,1,2,(12),0.14285714285714285,**,3,13,4,7,21,0,,0.0,8,B11(12)** (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ray Fontenot,28,TOT,MLB,43.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,-23.0,1.0,0.0,0.0,0.0,0.0,0.0,1,L,MLB,3.0,5.0,0.375,5.23,57.0,0.0,18.0,0.0,0.0,2.0,72.1,84.0,49.0,42.0,8.0,25.0,3.0,34.0,2.0,1.0,6.0,322.0,79.0,4.39,1.507,10.5,1.0,3.1,4.2,1.36,L,TOT,ZZ,57.0,0.0,0.0,72.1,22.0,4.0,13.0,5.0,0.0,0.773,,,2.12,0.3,P,,,,,,,,,,,,,,,,,,,,,,,267,2TM,4,57,0,43,57,57,0,0,0,0,0,0,0,0,0,0,62,0,P,0.0,,D,0,,0,0,,0.0,,0,n,31,31,61,0,,0.0,5,D (n-61),0.2847457627118644,X,72.33333333333331,1,3.0,13,4.0,7.0,21,0,0.0,,[WP],0.09523809523809523,,12.0,46,9.0,54,X1,(13-21) ,X1 (13-21)  [WP]
Ray Fontenot,28,CHC,NL,42.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.333,-10.0,1.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,3.0,5.0,0.375,3.86,42.0,0.0,11.0,0.0,0.0,2.0,56.0,57.0,30.0,24.0,5.0,21.0,3.0,24.0,0.0,1.0,4.0,241.0,105.0,4.2,1.393,9.2,0.8,3.4,3.9,1.14,L,TOT,ZZ,57.0,0.0,0.0,72.1,22.0,4.0,13.0,5.0,0.0,0.773,,,2.12,0.3,P,,,,,,,,,,,,,,,,,,,,,,,267,2TM,4,57,0,43,57,57,0,0,0,0,0,0,0,0,0,0,61,0,P,0.0,,D,0,,0,0,,0.0,,0,n,30,30,56,0,,0.0,6,D (n-56),0.2590909090909091,W,56.0,1,3.0,13,4.0,7.0,21,0,0.0,,,0.08771929824561403,,12.0,46,9.0,54,W1,(13-21) ,W1 (13-21)  
Ray Fontenot,28,MIN,AL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,AL,0.0,0.0,,9.92,15.0,0.0,7.0,0.0,0.0,0.0,16.1,27.0,19.0,18.0,3.0,4.0,0.0,10.0,2.0,0.0,2.0,81.0,44.0,5.04,1.898,14.9,1.7,2.2,5.5,2.5,L,TOT,ZZ,57.0,0.0,0.0,72.1,22.0,4.0,13.0,5.0,0.0,0.773,,,2.12,0.3,P,,,,,,,,,,,,,,,,,,,,,,,267,2TM,4,57,0,43,57,57,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,36,36,66,0,,0.0,0,G (n-66),0.36,Z+,16.33333333333334,1,2.0,12,4.0,6.0,16,1,7.0,/21,,0.1111111111111111,+,15.0,43,12.0,51,+Z+1,(12-16/21) ,+Z+1 (12-16/21)  
Curt Ford,25,STL,NL,85.0,240.0,214.0,30.0,53.0,15.0,2.0,2.0,29.0,13.0,5.0,23.0,29.0,0.248,0.318,0.364,0.682,88.0,78.0,1.0,0.0,1.0,2.0,2.0,9H7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,NL,64.0,50.0,36.0,447.1,119.0,109.0,7.0,3.0,3.0,0.975,6.0,16.0,2.33,1.81,OF,,,,,,,,,,,,,,,,,,,,,,,268,STL,2,85,49,85,64,0,0,0,0,0,0,24,0,40,64,0,55,1,OF,0.3411764705882353,,C+,1,11.0,1,2,(12),0.2280701754385965,***,3,13,4,7,21,0,,0.0,8,C+11(12)*** (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bob Forsch,36,STL,NL,34.0,88.0,76.0,7.0,13.0,4.0,1.0,2.0,12.0,0.0,0.0,0.0,24.0,0.171,0.16899999999999998,0.329,0.498,34.0,25.0,1.0,0.0,11.0,1.0,0.0,1/H,R,NL,14.0,10.0,0.583,3.25,33.0,33.0,0.0,3.0,0.0,0.0,230.0,211.0,91.0,83.0,19.0,68.0,11.0,104.0,2.0,0.0,7.0,939.0,113.0,3.85,1.213,8.3,0.7,2.7,4.1,1.53,R,STL,NL,33.0,33.0,3.0,230.0,49.0,17.0,32.0,0.0,5.0,1.0,,,1.92,1.48,P,,,,,,,,,,,,,,,,,,,,,,,269,STL,13,34,33,34,33,33,0,0,0,0,0,0,0,0,0,0,62,1,P,0.35294117647058826,,D+,6,16.0,3,9,(23),0.0,,0,n,10,10,24,0,,0.0,5,D+16(23) (n-24),0.2428078250863061,M,230.0,7,3.0,13,4.0,7.0,21,0,0.0,,[WP],0.09004739336492891,,11.0,51,8.0,55,M7,(13-21) ,M7 (13-21)  [WP]
Terry Forster,34,CAL,AL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,L,AL,4.0,1.0,0.8,3.51,41.0,0.0,17.0,0.0,0.0,5.0,41.0,47.0,18.0,16.0,2.0,17.0,1.0,28.0,3.0,0.0,0.0,182.0,118.0,3.5,1.561,10.3,0.4,3.7,6.1,1.65,L,CAL,AL,41.0,0.0,0.0,41.0,13.0,2.0,11.0,0.0,2.0,1.0,,,2.85,0.32,P,,,,,,,,,,,,,,,,,,,,,,,271,CAL,16,41,0,1,41,41,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.29012345679012347,X,41.0,1,3.0,13,6.0,9.0,23,1,10.0,/24,,0.0425531914893617,-,13.0,45,9.0,54,-X1,(13-23/24) ,-X1 (13-23/24)  
George Foster,37,TOT,MLB,87.0,310.0,284.0,30.0,64.0,6.0,3.0,14.0,42.0,1.0,1.0,24.0,61.0,0.225,0.284,0.415,0.6990000000000001,91.0,118.0,9.0,0.0,0.0,2.0,1.0,7H/D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73.0,73.0,44.0,594.2,125.0,115.0,6.0,4.0,1.0,0.968,-4.0,-7.0,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,56,0,OF,0.4827586206896552,,C+,8,22.0,2,10,(24),0.015384615384615384,,3,13,7,10,24,0,,0.0,7,C+22(24) (13-24),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
George Foster,37,NYM,NL,72.0,256.0,233.0,28.0,53.0,6.0,1.0,13.0,38.0,1.0,1.0,21.0,53.0,0.227,0.289,0.429,0.718,98.0,100.0,7.0,0.0,0.0,2.0,1.0,7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73.0,73.0,44.0,594.2,125.0,115.0,6.0,4.0,1.0,0.968,-4.0,-7.0,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,56,0,OF,0.5277777777777778,,C+,9,23.0,1,10,(24),0.018518518518518517,,3,13,7,10,24,0,,0.0,7,C+23(24) (13-24),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
George Foster,37,CHW,AL,15.0,54.0,51.0,2.0,11.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,8.0,0.21600000000000005,0.259,0.353,0.612,63.0,18.0,2.0,0.0,0.0,0.0,0.0,7/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73.0,73.0,44.0,594.2,125.0,115.0,6.0,4.0,1.0,0.968,-4.0,-7.0,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,56,0,OF,0.26666666666666666,,C,3,13.0,7,10,(24),0.0,,2,12,5,7,21,0,,0.0,7,C13(24) (12-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
John Franco,25,CIN,NL,74.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,NL,6.0,6.0,0.5,2.94,74.0,0.0,52.0,0.0,0.0,29.0,101.0,90.0,40.0,33.0,7.0,44.0,12.0,84.0,2.0,2.0,4.0,429.0,131.0,3.37,1.327,8.0,0.6,3.9,7.5,1.91,L,CIN,NL,74.0,0.0,0.0,101.0,32.0,6.0,22.0,4.0,2.0,0.875,,,2.5,0.38,P,,,,,,,,,,,,,,,,,,,,,,,273,CIN,3,74,0,74,74,74,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.2349869451697128,M,101.0,1,4.0,14,7.0,11.0,25,0,0.0,,,0.07777777777777778,,11.0,51,8.0,55,M1,(14-25) ,M1 (14-25)  
Julio Franco,27,CLE,AL,149.0,636.0,599.0,80.0,183.0,30.0,5.0,10.0,74.0,10.0,7.0,32.0,66.0,0.306,0.338,0.422,0.76,108.0,253.0,28.0,0.0,0.0,5.0,1.0,*64/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,147.0,143.0,132.0,1243.2,680.0,248.0,413.0,19.0,90.0,0.972,-5.0,-5.0,4.78,4.5,SS-2B,,,,,,,,,,,,,,,,,,,,,,,274,CLE,5,149,147,149,145,0,0,0,13,0,133,0,0,0,0,3,53,0,SS,0.4966442953020134,,B+,2,12.0,1,3,(13),0.05882352941176471,,2,12,4,6,16,0,,0.0,10,B+12(13) (12-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Terry Francona,27,CHC,NL,86.0,133.0,124.0,13.0,31.0,3.0,0.0,2.0,8.0,0.0,1.0,6.0,8.0,0.25,0.28600000000000003,0.32299999999999995,0.608,63.0,40.0,3.0,1.0,0.0,2.0,0.0,H379/8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHC,NL,53.0,16.0,11.0,210.1,130.0,123.0,7.0,0.0,9.0,1.0,-1.0,-6.0,5.56,2.45,1B-OF,,,,,,,,,,,,,,,,,,,,,,,275,CHC,6,86,16,86,51,0,0,23,0,0,0,20,2,10,30,0,55,4,1B,0.09302325581395347,,C+,2,12.0,0,0,,0.0,,2,12,2,4,14,0,,0.0,8,C+12 (12-14),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
George Frazier,31,TOT,MLB,35.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,MLB,3.0,5.0,0.375,5.06,50.0,0.0,22.0,0.0,0.0,6.0,78.1,86.0,49.0,44.0,7.0,50.0,5.0,66.0,1.0,0.0,4.0,362.0,82.0,4.2,1.736,9.9,0.8,5.7,7.6,1.32,R,TOT,ZZ,50.0,0.0,0.0,78.1,9.0,3.0,6.0,0.0,0.0,1.0,,,1.03,0.18,P,,,,,,,,,,,,,,,,,,,,,,,277,2TM,9,50,0,35,50,50,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,18,18,36,0,,0.0,0,G (n-36),0.2765273311897106,W,78.33333333333331,2,5.0,15,7.0,12.0,26,0,0.0,,,0.08139534883720931,,14.0,44,9.0,54,W2,(15-26) ,W2 (15-26)  
George Frazier,31,CHC,NL,35.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,NL,2.0,4.0,0.333,5.4,35.0,0.0,12.0,0.0,0.0,0.0,51.2,63.0,36.0,31.0,5.0,34.0,4.0,41.0,1.0,0.0,3.0,243.0,75.0,4.47,1.877,11.0,0.9,5.9,7.1,1.21,R,TOT,ZZ,50.0,0.0,0.0,78.1,9.0,3.0,6.0,0.0,0.0,1.0,,,1.03,0.18,P,,,,,,,,,,,,,,,,,,,,,,,277,2TM,9,50,0,35,50,50,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,18,18,36,0,,0.0,0,G (n-36),0.30288461538461536,X,51.66666666666668,1,5.0,15,6.0,11.0,25,0,0.0,,,0.07936507936507936,,15.0,43,9.0,54,X1,(15-25) ,X1 (15-25)  
Marvin Freeman,23,PHI,NL,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,1.0,0.0,0.0,/1,R,NL,2.0,0.0,1.0,2.25,3.0,3.0,0.0,0.0,0.0,0.0,16.0,6.0,4.0,4.0,0.0,10.0,0.0,8.0,0.0,0.0,1.0,61.0,176.0,3.65,1.0,3.4,0.0,5.6,4.5,0.8,R,PHI,NL,3.0,3.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,1.0,,,0.56,0.33,P,,,,,,,,,,,,,,,,,,,,,,,278,PHI,1st,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,15,15,33,0,,0.0,0,G (n-33),0.11764705882352941,J+,16.0,5,6.0,16,5.0,11.0,25,0,0.0,,,0.0,-,9.0,53,4.0,63,-J+5,(16-25) ,-J+5 (16-25)  
