Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos_Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos_Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR,Primary_Pos_fld,rbi_per_g,clutch,bat_letter,hr_rate,hr_num_bat,triple_rate,triple_val,triple_num,speed_score,speed_rating,walk_rate,bb_num,k_rate,k_val,k_num,hbp_rate,hbp_num,hbp_val,hit_rate,batter_rating,BAA,pit_letter,IP_real,IE,bb_rate,bb_num_pit,k_rate_pit,k_val_pit,k_num_pit,hbp_rate_pit,hbp_val_pit,hbp_num_pit,WP_num,hr_rate_pit,gopher_ball,control_rate,PCN,hit_rate_pit,PPH,goph_lett_inn,bb_k_hbp,pitcher_rating
Tom Funk,24,HOU,NL,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,L,NL,0.0,0.0,,6.48,8.0,0.0,2.0,0.0,0.0,0.0,8.1,10.0,6.0,6.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,41.0,58.0,6.01,1.92,10.8,1.1,6.5,2.2,0.33,L,HOU,NL,8.0,0.0,0.0,8.1,2.0,1.0,1.0,0.0,0.0,1.0,,,2.16,0.25,P,,,,,,,,,,,,,,,,,,,,,,,279,HOU,1st,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,36,36,66,0,,0.0,0,G (n-66),0.2857142857142857,X,8.333333333333332,1,5.0,15,2.0,7.0,21,0,0.0,,,0.1,+,14.0,44,9.0,54,+X1,(15-21) ,+X1 (15-21)  
Gary Gaetti,27,MIN,AL,157.0,661.0,596.0,91.0,171.0,34.0,1.0,34.0,108.0,14.0,15.0,52.0,108.0,0.287,0.34700000000000003,0.518,0.865,131.0,309.0,18.0,6.0,1.0,6.0,4.0,*5/H647,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,160.0,155.0,148.0,1364.2,476.0,120.0,335.0,21.0,36.0,0.956,10.0,8.0,3.0,2.84,3B-OF-SS-2B,,,,,,,,,,,,,,,,,,,,,,,280,MIN,6,157,155,157,156,0,0,0,1,156,2,1,0,0,1,0,54,0,3B,0.6878980891719745,#,B+,7,21.0,0,0,,0.0875,*,3,13,6,9,23,0,,0.0,9,#B+21* (13-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Greg Gagne,24,MIN,AL,156.0,524.0,472.0,63.0,118.0,22.0,6.0,12.0,54.0,12.0,10.0,30.0,108.0,0.25,0.301,0.398,0.7,88.0,188.0,4.0,6.0,13.0,3.0,0.0,*6/4H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,159.0,152.0,117.0,1296.1,635.0,228.0,381.0,26.0,96.0,0.959,-15.0,-13.0,4.23,3.83,SS-2B,,,,,,,,,,,,,,,,,,,,,,,281,MIN,4,156,152,156,156,0,0,0,4,0,155,0,0,0,0,0,55,1,SS,0.3461538461538461,,C+,4,14.0,2,6,(16),0.10526315789473684,**,2,12,7,9,23,0,,0.0,8,C+14(16)** (12-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ty Gainey,25,HOU,NL,26.0,56.0,50.0,6.0,15.0,3.0,1.0,1.0,6.0,3.0,1.0,6.0,19.0,0.3,0.375,0.46,0.835,133.0,23.0,0.0,0.0,0.0,0.0,0.0,8/H79,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,19.0,12.0,2.0,106.2,30.0,30.0,0.0,0.0,0.0,1.0,1.0,9.0,2.53,1.58,OF,,,,,,,,,,,,,,,,,,,,,,,282,HOU,2,26,12,26,19,0,0,0,0,0,0,7,14,3,19,0,53,0,OF,0.2307692307692308,,B+,2,12.0,2,4,(14),0.1875,**,4,14,12,16,34,0,,0.0,10,B+12(14)** (14-34),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Andres Galarraga,25,MON,NL,105.0,356.0,321.0,39.0,87.0,13.0,0.0,10.0,42.0,6.0,5.0,30.0,79.0,0.271,0.338,0.405,0.743,105.0,130.0,8.0,3.0,1.0,1.0,5.0,3H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,102.0,79.0,71.0,774.0,849.0,805.0,40.0,4.0,59.0,0.995,-4.0,-6.0,9.83,8.28,1B,,,,,,,,,,,,,,,,,,,,,,,283,MON,2,105,79,105,102,0,0,102,0,0,0,0,0,0,0,0,54,4,1B,0.4,,B,4,14.0,0,0,,0.061855670103092786,,3,13,8,11,25,0,,0.0,9,B14 (13-25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Mike Gallego,25,OAK,AL,20.0,40.0,37.0,2.0,10.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,6.0,0.27,0.289,0.324,0.614,73.0,12.0,0.0,0.0,2.0,0.0,0.0,4/5H6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,22.0,12.0,6.0,113.0,76.0,24.0,51.0,1.0,6.0,0.987,4.0,41.0,5.97,3.41,2B-3B-SS,,,,,,,,,,,,,,,,,,,,,,,284,OAK,2,20,12,20,20,0,0,0,19,2,1,0,0,0,0,0,54,1,2B,0.2,,B,0,,0,0,,0.0,,1,11,5,6,16,0,,0.0,9,B (11-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Balvino Galvez,22,LAD,NL,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,NL,0.0,1.0,0.0,3.92,10.0,0.0,2.0,0.0,0.0,0.0,20.2,19.0,10.0,9.0,3.0,12.0,2.0,11.0,0.0,2.0,0.0,91.0,90.0,5.34,1.5,8.3,1.3,5.2,4.8,0.92,R,LAD,NL,10.0,0.0,0.0,20.2,7.0,3.0,3.0,1.0,1.0,0.857,,,2.61,0.6,P,,,,,,,,,,,,,,,,,,,,,,,285,LAD,1st,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,18,18,36,0,,0.0,0,G (n-36),0.24050632911392406,M,20.666666666666664,2,5.0,15,4.0,9.0,23,0,0.0,,,0.15789473684210525,+,12.0,46,8.0,55,+M2,(15-23) ,+M2 (15-23)  
Jim Gantner,33,MIL,AL,139.0,543.0,497.0,58.0,136.0,25.0,1.0,7.0,38.0,13.0,7.0,26.0,50.0,0.274,0.313,0.37,0.684,84.0,184.0,13.0,6.0,6.0,7.0,2.0,*4/H5D6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,AL,139.0,133.0,128.0,1183.2,672.0,309.0,353.0,10.0,87.0,0.985,3.0,3.0,5.03,4.76,2B-3B-SS,,,,,,,,,,,,,,,,,,,,,,,286,MIL,11,139,133,139,137,0,0,0,135,3,1,0,0,0,0,1,54,1,2B,0.2733812949640288,,B,2,12.0,0,0,,0.0962962962962963,*,2,12,3,5,15,0,,0.0,9,B12* (12-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Gene Garber,38,ATL,NL,61.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16699999999999998,0.28600000000000003,0.16699999999999998,0.452,26.0,1.0,0.0,0.0,1.0,0.0,0.0,1,R,NL,5.0,5.0,0.5,2.54,61.0,0.0,48.0,0.0,0.0,24.0,78.0,76.0,23.0,22.0,3.0,20.0,7.0,56.0,1.0,0.0,4.0,319.0,156.0,2.64,1.231,8.8,0.3,2.3,6.5,2.8,R,ATL,NL,61.0,0.0,0.0,78.0,21.0,7.0,14.0,0.0,1.0,1.0,,,2.42,0.34,P,,,,,,,,,,,,,,,,,,,,,,,287,ATL,17,61,0,61,61,61,0,0,0,0,0,0,0,0,0,0,63,0,P,0.0,,D,0,,0,0,,0.0,,4,14,4,8,22,0,,0.0,4,D (14-22),0.2550335570469799,W,78.0,1,2.0,12,6.0,8.0,22,0,0.0,,,0.039473684210526314,-,11.0,51,9.0,54,-W1,(12-22) ,-W1 (12-22)  
Damaso Garcia,29,TOR,AL,122.0,446.0,424.0,57.0,119.0,22.0,0.0,6.0,46.0,9.0,6.0,13.0,32.0,0.281,0.306,0.375,0.6809999999999999,83.0,159.0,14.0,4.0,2.0,3.0,0.0,4HD/3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,107.0,102.0,86.0,886.2,519.0,225.0,286.0,8.0,66.0,0.985,-9.0,-12.0,5.19,4.78,2B-1B,,,,,,,,,,,,,,,,,,,,,,,288,TOR,9,122,108,122,105,0,0,1,105,0,0,0,0,0,0,11,53,7,2B,0.3770491803278688,,B+,2,12.0,0,0,,0.08333333333333333,*,1,11,3,4,14,0,,0.0,10,B+12* (11-14),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Phil Garner,37,HOU,NL,107.0,347.0,313.0,43.0,83.0,14.0,3.0,9.0,41.0,12.0,6.0,30.0,45.0,0.265,0.329,0.415,0.7440000000000001,107.0,130.0,14.0,1.0,0.0,3.0,2.0,5H/4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,91.0,80.0,57.0,703.0,241.0,66.0,152.0,23.0,15.0,0.905,-1.0,-1.0,2.79,2.4,3B-2B,,,,,,,,,,,,,,,,,,,,,,,290,HOU,14,107,80,107,90,0,0,0,7,84,0,0,0,0,0,0,54,0,3B,0.3831775700934579,,B,4,14.0,1,5,(15),0.13636363636363635,**,3,13,5,8,22,0,,0.0,9,B14(15)** (13-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Scott Garrelts,24,SFG,NL,54.0,53.0,45.0,6.0,8.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,25.0,0.17800000000000002,0.196,0.267,0.462,29.0,12.0,0.0,0.0,7.0,0.0,0.0,1/H,R,NL,13.0,9.0,0.591,3.11,53.0,18.0,27.0,2.0,0.0,10.0,173.2,144.0,65.0,60.0,17.0,74.0,11.0,125.0,2.0,1.0,9.0,717.0,114.0,3.92,1.255,7.5,0.9,3.8,6.5,1.69,R,SFG,NL,53.0,18.0,2.0,173.2,48.0,9.0,37.0,2.0,2.0,0.958,,,2.38,0.87,P,,,,,,,,,,,,,,,,,,,,,,,291,SFG,5,54,18,54,53,53,0,0,0,0,0,0,0,0,0,0,62,2,P,0.07407407407407407,,D+,4,14.0,0,0,,0.14285714285714285,**,1,11,17,18,36,0,,0.0,5,D+14** (11-36),0.22464898595943839,M,173.66666666666663,3,4.0,14,6.0,10.0,24,0,0.0,,[WP],0.11805555555555555,+,11.0,51,7.0,56,+M3,(14-24) ,+M3 (14-24)  [WP]
Steve Garvey,37,SDP,NL,155.0,584.0,557.0,58.0,142.0,22.0,0.0,21.0,81.0,1.0,2.0,23.0,72.0,0.255,0.284,0.408,0.6920000000000001,91.0,227.0,18.0,1.0,0.0,3.0,5.0,*3H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,148.0,138.0,110.0,1190.0,1220.0,1160.0,53.0,7.0,94.0,0.994,-11.0,-11.0,9.17,8.2,1B,,,,,,,,,,,,,,,,,,,,,,,292,SDP,18,155,138,155,148,0,0,148,0,0,0,0,0,0,0,0,54,0,1B,0.5225806451612903,,B,5,15.0,0,0,,0.008130081300813009,,1,11,4,5,15,0,,0.0,9,B15 (11-15),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Rich Gedman,26,BOS,AL,135.0,509.0,462.0,49.0,119.0,29.0,0.0,16.0,65.0,1.0,0.0,37.0,61.0,0.258,0.315,0.424,0.7390000000000001,100.0,196.0,15.0,4.0,1.0,5.0,13.0,*2H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,134.0,124.0,118.0,1106.2,937.0,866.0,65.0,6.0,10.0,0.994,13.0,14.0,7.57,6.95,C,BOS,AL,134.0,124.0,118.0,1106.2,937.0,866.0,65.0,6.0,10.0,0.994,13.0,14.0,13.0,7.57,6.95,14.0,40.0,55.0,54.0,50%,293,BOS,7,135,124,135,134,0,134,0,0,0,0,0,0,0,0,0,55,0,C,0.4814814814814815,,B,5,15.0,0,0,,0.008695652173913044,,3,13,4,7,21,0,,0.0,8,B15 (13-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ken Gerhart,25,BAL,AL,20.0,75.0,69.0,4.0,16.0,2.0,0.0,1.0,7.0,0.0,1.0,4.0,18.0,0.232,0.267,0.304,0.5710000000000001,57.0,21.0,1.0,0.0,0.0,2.0,0.0,8/7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,20.0,16.0,15.0,146.0,35.0,34.0,0.0,1.0,0.0,0.971,-2.0,-15.0,2.1,1.7,OF,,,,,,,,,,,,,,,,,,,,,,,294,BAL,1st,20,16,20,20,0,0,0,0,0,0,6,14,0,20,0,55,1,OF,0.35,,C+,2,12.0,0,0,,0.0,,2,12,9,11,25,0,,0.0,8,C+12 (12-25),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
John Gibbons,24,NYM,NL,8.0,22.0,19.0,4.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.474,0.545,0.8420000000000001,1.388,281.0,16.0,1.0,0.0,0.0,0.0,1.0,/2H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYM,NL,8.0,5.0,5.0,51.0,38.0,33.0,5.0,0.0,1.0,1.0,0.0,0.0,6.71,4.75,C,NYM,NL,8.0,5.0,5.0,51.0,38.0,33.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,6.71,4.75,0.0,1.0,5.0,1.0,17%,295,NYM,2,8,5,8,8,0,8,0,0,0,0,0,0,0,0,0,44,0,C,0.125,,AAA,4,14.0,0,0,,0.0,,5,15,8,13,31,0,,0.0,15,AAA14 (15-31),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Kirk Gibson,29,DET,AL,119.0,521.0,441.0,84.0,118.0,11.0,2.0,28.0,86.0,34.0,6.0,68.0,107.0,0.268,0.371,0.4920000000000001,0.863,133.0,217.0,8.0,7.0,1.0,4.0,4.0,*9/DH8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,114.0,113.0,108.0,986.2,194.0,190.0,2.0,2.0,1.0,0.99,-4.0,-5.0,1.75,1.68,OF,,,,,,,,,,,,,,,,,,,,,,,297,DET,8,119,117,119,114,0,0,0,0,0,0,0,1,114,114,4,55,0,OF,0.7226890756302521,#,B,9,23.0,1,10,(24),0.2236842105263158,***,5,15,7,12,26,0,,0.0,8,#B23(24)*** (15-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Brian Giles,26,CHW,AL,9.0,11.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.273,0.273,0.273,0.545,47.0,3.0,1.0,0.0,0.0,0.0,0.0,/4H6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,8.0,4.0,1.0,32.1,26.0,15.0,11.0,0.0,6.0,1.0,0.0,-15.0,7.24,3.25,2B-SS,,,,,,,,,,,,,,,,,,,,,,,298,CHW,5,9,4,9,8,0,0,0,7,0,1,0,0,0,0,0,53,2,2B,0.1111111111111111,,B,0,,0,0,,0.0,,0,n,7,7,21,0,,0.0,10,B (n-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Dan Gladden,28,SFG,NL,102.0,402.0,351.0,55.0,97.0,16.0,1.0,4.0,29.0,27.0,10.0,39.0,59.0,0.276,0.35700000000000004,0.362,0.7190000000000001,104.0,127.0,5.0,5.0,7.0,0.0,3.0,8H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,89.0,82.0,75.0,738.1,236.0,226.0,7.0,3.0,2.0,0.987,9.0,15.0,2.84,2.62,OF,,,,,,,,,,,,,,,,,,,,,,,299,SFG,4,102,82,102,90,0,0,0,0,0,0,0,90,0,90,0,54,4,OF,0.2843137254901961,,B,1,11.0,0,0,,0.225,***,3,13,5,8,22,0,,0.0,9,B11*** (13-22),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Rene Gonzales,25,MON,NL,11.0,28.0,26.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.115,0.179,0.115,0.294,-17.0,3.0,0.0,0.0,0.0,0.0,0.0,/65,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,11.0,7.0,4.0,73.1,26.0,7.0,19.0,0.0,3.0,1.0,1.0,10.0,3.19,2.36,3B-SS,,,,,,,,,,,,,,,,,,,,,,,300,MON,2,11,7,11,11,0,0,0,0,5,6,0,0,0,0,0,63,0,3B,0.0,,E+,0,,0,0,,0.0,,3,13,9,12,26,0,,0.0,4,E+ (13-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Jose Gonzalez,21,LAD,NL,57.0,102.0,93.0,15.0,20.0,5.0,1.0,2.0,6.0,4.0,3.0,7.0,29.0,0.215,0.27,0.355,0.625,77.0,33.0,0.0,0.0,2.0,0.0,0.0,8H/9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,57.0,23.0,19.0,271.2,79.0,73.0,0.0,6.0,0.0,0.924,-3.0,-12.0,2.42,1.28,OF,,,,,,,,,,,,,,,,,,,,,,,301,LAD,2,57,23,57,57,0,0,0,0,0,0,0,49,8,57,0,56,8,OF,0.10526315789473684,,C,4,14.0,2,6,(16),0.21052631578947367,***,2,12,10,12,26,0,,0.0,7,C14(16)*** (12-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Dwight Gooden,21,NYM,NL,33.0,97.0,81.0,5.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,16.0,0.086,0.119,0.111,0.23,-35.0,9.0,3.0,1.0,13.0,0.0,0.0,1,R,NL,17.0,6.0,0.7390000000000001,2.84,33.0,33.0,0.0,12.0,2.0,0.0,250.0,197.0,92.0,79.0,17.0,80.0,3.0,200.0,4.0,4.0,4.0,1020.0,126.0,3.06,1.108,7.1,0.6,2.9,7.2,2.5,R,NYM,NL,33.0,33.0,12.0,250.0,74.0,36.0,36.0,2.0,5.0,0.973,,,2.59,2.18,P,,,,,,,,,,,,,,,,,,,,,,,302,NYM,3,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,64,0,P,0.12121212121212123,,E,0,,5,5,(15),0.0,,1,11,6,7,21,0,,0.0,3,E(15) (11-21),0.21047008547008547,L,250.0,8,3.0,13,7.0,10.0,24,0,0.0,,,0.08629441624365482,,10.0,52,7.0,56,L8,(13-24) ,L8 (13-24)  
Tom Gorman,28,PHI,NL,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,/1,L,NL,0.0,1.0,0.0,7.71,8.0,0.0,1.0,0.0,0.0,0.0,11.2,21.0,10.0,10.0,0.0,5.0,1.0,8.0,0.0,0.0,4.0,61.0,52.0,2.69,2.229,16.2,0.0,3.9,6.2,1.6,L,PHI,NL,8.0,0.0,0.0,11.2,4.0,2.0,2.0,0.0,0.0,1.0,,,3.09,0.5,P,,,,,,,,,,,,,,,,,,,,,,,304,PHI,6,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,0,0,n,0,,0.0,0,G (n-n),0.375,Z,11.666666666666664,1,3.0,13,5.0,8.0,22,0,0.0,,,0.0,-,15.0,43,12.0,51,-Z1,(13-22) ,-Z1 (13-22)  
Rich Gossage,34,SDP,NL,45.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-100.0,0.0,1.0,0.0,0.0,0.0,0.0,1,R,NL,5.0,7.0,0.417,4.45,45.0,0.0,38.0,0.0,0.0,21.0,64.2,69.0,36.0,32.0,8.0,20.0,0.0,63.0,2.0,0.0,4.0,281.0,83.0,3.45,1.376,9.6,1.1,2.8,8.8,3.15,R,SDP,NL,45.0,0.0,0.0,64.2,7.0,2.0,5.0,0.0,0.0,1.0,,,0.97,0.16,P,,,,,,,,,,,,,,,,,,,,,,,305,SDP,15,45,0,45,45,45,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,15,15,33,0,,0.0,0,G (n-33),0.26640926640926643,W,64.66666666666667,1,3.0,13,8.0,11.0,25,0,0.0,,,0.11594202898550725,+,12.0,46,9.0,54,+W1,(13-25) ,+W1 (13-25)  
Jim Gott,26,SFG,NL,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,-23.0,0.0,0.0,1.0,0.0,0.0,0.0,/1H,R,NL,0.0,0.0,,7.62,9.0,2.0,3.0,0.0,0.0,1.0,13.0,16.0,12.0,11.0,0.0,13.0,2.0,9.0,0.0,1.0,1.0,66.0,48.0,4.39,2.231,11.1,0.0,9.0,6.2,0.69,R,SFG,NL,9.0,2.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,1.0,,,1.38,0.22,P,,,,,,,,,,,,,,,,,,,,,,,306,SFG,5,9,2,9,9,9,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,9,9,23,9,/36,18.0,0,G (n-23/36),0.3018867924528302,X,13.0,1,7.0,21,5.0,12.0,26,0,0.0,,,0.0,-,16.0,42,9.0,54,-X1,(21-26) ,-X1 (21-26)  
Mark Grant,22,SFG,NL,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,1.0,0.0,0.0,/1,R,NL,0.0,1.0,0.0,3.6,4.0,1.0,3.0,0.0,0.0,0.0,10.0,6.0,4.0,4.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,39.0,103.0,3.27,1.1,5.4,0.0,4.5,4.5,1.0,R,SFG,NL,4.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,,,0.9,0.25,P,,,,,,,,,,,,,,,,,,,,,,,307,SFG,2,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,66,0,P,0.0,,G,0,,0,0,,0.0,,0,n,18,18,36,0,,0.0,0,G (n-36),0.17647058823529413,K,10.0,2,5.0,15,5.0,10.0,24,0,0.0,,,0.0,-,10.0,52,6.0,61,-K2,(15-24) ,-K2 (15-24)  
Gary Green,24,SDP,NL,13.0,35.0,33.0,2.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,0.212,0.235,0.242,0.478,34.0,8.0,0.0,0.0,1.0,0.0,0.0,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,13.0,12.0,5.0,94.1,51.0,16.0,35.0,0.0,9.0,1.0,2.0,23.0,4.87,3.92,SS,,,,,,,,,,,,,,,,,,,,,,,308,SDP,1st,13,12,13,13,0,0,0,0,0,13,0,0,0,0,0,56,0,SS,0.15384615384615385,,C,0,,0,0,,0.0,,1,11,11,12,26,0,,0.0,7,C (11-26),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Mike Greenwell,22,BOS,AL,31.0,40.0,35.0,4.0,11.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,7.0,0.314,0.4,0.371,0.7709999999999999,112.0,13.0,1.0,0.0,0.0,0.0,0.0,H/79D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,15.0,3.0,1.0,52.0,19.0,18.0,1.0,0.0,1.0,1.0,2.0,37.0,3.29,1.27,OF,,,,,,,,,,,,,,,,,,,,,,,309,BOS,2,31,4,31,15,0,0,0,0,0,0,8,0,7,15,3,53,5,OF,0.12903225806451613,,A,0,,0,0,,0.0,,4,14,6,10,24,0,,0.0,10,A (14-24),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Bobby Grich,37,CAL,AL,98.0,366.0,313.0,42.0,84.0,18.0,0.0,9.0,30.0,1.0,3.0,39.0,54.0,0.268,0.354,0.412,0.7659999999999999,109.0,129.0,9.0,3.0,10.0,1.0,1.0,4H3/5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL,AL,100.0,81.0,66.0,760.1,440.0,202.0,231.0,7.0,54.0,0.984,1.0,2.0,5.13,4.33,2B-1B-3B,,,,,,,,,,,,,,,,,,,,,,,310,CAL,17,98,81,98,94,0,0,11,87,2,0,0,0,0,0,0,55,0,2B,0.30612244897959184,,B,4,14.0,0,0,,0.010101010101010102,,4,14,5,9,23,0,,0.0,8,B14 (14-23),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ken Griffey,36,TOT,MLB,139.0,532.0,490.0,69.0,150.0,22.0,3.0,21.0,58.0,14.0,9.0,35.0,67.0,0.306,0.35,0.4920000000000001,0.8420000000000001,127.0,241.0,9.0,1.0,1.0,5.0,4.0,*7H/8D39,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,129.0,115.0,106.0,1034.2,244.0,232.0,7.0,5.0,2.0,0.98,-5.0,-6.0,2.08,1.85,OF-1B,,,,,,,,,,,,,,,,,,,,,,,311,2TM,14,139,116,139,128,0,0,1,0,0,0,127,2,1,128,2,53,0,OF,0.4172661870503597,,B+,5,15.0,1,6,(16),0.1,**,2,12,5,7,21,0,,0.0,10,B+15(16)** (12-21),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
Ken Griffey,36,NYY,AL,59.0,219.0,198.0,33.0,60.0,7.0,0.0,9.0,26.0,2.0,2.0,15.0,24.0,0.303,0.349,0.475,0.823,123.0,94.0,7.0,1.0,1.0,4.0,0.0,7H/8D9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,129.0,115.0,106.0,1034.2,244.0,232.0,7.0,5.0,2.0,0.98,-5.0,-6.0,2.08,1.85,OF-1B,,,,,,,,,,,,,,,,,,,,,,,311,2TM,14,139,116,139,128,0,0,1,0,0,0,127,2,1,128,2,53,0,OF,0.4406779661016949,,B+,5,15.0,0,0,,0.03333333333333333,,2,12,4,6,16,0,,0.0,10,B+15 (12-16),,,,,,nan,,,nan,0,0.0,,,,,,nan,,nan,,,
